contexto,modelo,clase,parametro,valor,valor_por_defecto,escrito_en_codigo,coincide_con_default,origen,criterio_anterior,archivos_fuente
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + pesos (paso 'modelo'),HistGradientBoostingClassifier,random_state,42,None,True,False,explícito,explícito,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + pesos (paso 'modelo'),HistGradientBoostingClassifier,scoring,'loss','loss',False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + pesos (paso 'modelo'),HistGradientBoostingClassifier,tol,1e-07,1e-07,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + pesos (paso 'modelo'),HistGradientBoostingClassifier,validation_fraction,0.1,0.1,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + pesos (paso 'modelo'),HistGradientBoostingClassifier,verbose,0,0,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + pesos (paso 'modelo'),HistGradientBoostingClassifier,warm_start,False,False,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'escalado'),StandardScaler,copy,True,True,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/no_supervisado.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'escalado'),StandardScaler,with_mean,True,True,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/no_supervisado.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'escalado'),StandardScaler,with_std,True,True,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/no_supervisado.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'smote'),SMOTE,k_neighbors,5,5,False,True,por defecto,por defecto,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'smote'),SMOTE,random_state,42,None,True,False,explícito,explícito,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'smote'),SMOTE,sampling_strategy,función estrategia_smote,'auto',True,False,explícito,explícito,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'modelo'),LogisticRegression,C,1.0,1.0,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'modelo'),LogisticRegression,class_weight,None,None,True,True,explícito,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'modelo'),LogisticRegression,dual,False,False,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'modelo'),LogisticRegression,fit_intercept,True,True,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'modelo'),LogisticRegression,intercept_scaling,1,1,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'modelo'),LogisticRegression,l1_ratio,0.0,0.0,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'modelo'),LogisticRegression,max_iter,1000,100,True,False,explícito,explícito,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'modelo'),LogisticRegression,n_jobs,None,None,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'modelo'),LogisticRegression,penalty,'deprecated','deprecated',False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'modelo'),LogisticRegression,random_state,42,None,True,False,explícito,explícito,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'modelo'),LogisticRegression,solver,'lbfgs','lbfgs',False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'modelo'),LogisticRegression,tol,0.0001,0.0001,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'modelo'),LogisticRegression,verbose,0,0,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + smote (paso 'modelo'),LogisticRegression,warm_start,False,False,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'smote'),SMOTE,k_neighbors,5,5,False,True,por defecto,por defecto,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'smote'),SMOTE,random_state,42,None,True,False,explícito,explícito,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'smote'),SMOTE,sampling_strategy,función estrategia_smote,'auto',True,False,explícito,explícito,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,categorical_features,'from_dtype','from_dtype',False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,class_weight,None,None,True,True,explícito,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,early_stopping,'auto','auto',False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,interaction_cst,None,None,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,l2_regularization,0.0,0.0,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,learning_rate,0.1,0.1,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,loss,'log_loss','log_loss',False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,max_bins,255,255,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,max_depth,None,None,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,max_features,1.0,1.0,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,max_iter,200,100,True,False,explícito,explícito,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,max_leaf_nodes,31,31,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,min_samples_leaf,20,20,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,monotonic_cst,None,None,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,n_iter_no_change,10,10,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,random_state,42,None,True,False,explícito,explícito,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,scoring,'loss','loss',False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,tol,1e-07,1e-07,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,validation_fraction,0.1,0.1,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,verbose,0,0,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + smote (paso 'modelo'),HistGradientBoostingClassifier,warm_start,False,False,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'escalado'),StandardScaler,copy,True,True,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/no_supervisado.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'escalado'),StandardScaler,with_mean,True,True,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/no_supervisado.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'escalado'),StandardScaler,with_std,True,True,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/no_supervisado.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'submuestreo'),RandomUnderSampler,random_state,42,None,True,False,explícito,explícito,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'submuestreo'),RandomUnderSampler,replacement,False,False,False,True,por defecto,por defecto,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'submuestreo'),RandomUnderSampler,sampling_strategy,función estrategia_submuestreo,'auto',True,False,explícito,explícito,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'smote'),SMOTE,k_neighbors,5,5,False,True,por defecto,por defecto,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'smote'),SMOTE,random_state,42,None,True,False,explícito,explícito,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'smote'),SMOTE,sampling_strategy,función estrategia_smote,'auto',True,False,explícito,explícito,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'modelo'),LogisticRegression,C,1.0,1.0,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'modelo'),LogisticRegression,class_weight,None,None,True,True,explícito,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'modelo'),LogisticRegression,dual,False,False,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'modelo'),LogisticRegression,fit_intercept,True,True,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'modelo'),LogisticRegression,intercept_scaling,1,1,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'modelo'),LogisticRegression,l1_ratio,0.0,0.0,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'modelo'),LogisticRegression,max_iter,1000,100,True,False,explícito,explícito,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'modelo'),LogisticRegression,n_jobs,None,None,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'modelo'),LogisticRegression,penalty,'deprecated','deprecated',False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'modelo'),LogisticRegression,random_state,42,None,True,False,explícito,explícito,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'modelo'),LogisticRegression,solver,'lbfgs','lbfgs',False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'modelo'),LogisticRegression,tol,0.0001,0.0001,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'modelo'),LogisticRegression,verbose,0,0,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: reglog + submuestreo_smote (paso 'modelo'),LogisticRegression,warm_start,False,False,False,True,por defecto,por defecto,src/experimentos.py; src/interpretabilidad.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'submuestreo'),RandomUnderSampler,random_state,42,None,True,False,explícito,explícito,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'submuestreo'),RandomUnderSampler,replacement,False,False,False,True,por defecto,por defecto,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'submuestreo'),RandomUnderSampler,sampling_strategy,función estrategia_submuestreo,'auto',True,False,explícito,explícito,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'smote'),SMOTE,k_neighbors,5,5,False,True,por defecto,por defecto,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'smote'),SMOTE,random_state,42,None,True,False,explícito,explícito,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'smote'),SMOTE,sampling_strategy,función estrategia_smote,'auto',True,False,explícito,explícito,src/experimentos.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,categorical_features,'from_dtype','from_dtype',False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,class_weight,None,None,True,True,explícito,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,early_stopping,'auto','auto',False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,interaction_cst,None,None,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,l2_regularization,0.0,0.0,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,learning_rate,0.1,0.1,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,loss,'log_loss','log_loss',False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,max_bins,255,255,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,max_depth,None,None,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,max_features,1.0,1.0,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,max_iter,200,100,True,False,explícito,explícito,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,max_leaf_nodes,31,31,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,min_samples_leaf,20,20,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,monotonic_cst,None,None,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,n_iter_no_change,10,10,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,random_state,42,None,True,False,explícito,explícito,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,scoring,'loss','loss',False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,tol,1e-07,1e-07,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,validation_fraction,0.1,0.1,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,verbose,0,0,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/experimentos.py::construir_pipeline,Matriz Fase 3: arboles + submuestreo_smote (paso 'modelo'),HistGradientBoostingClassifier,warm_start,False,False,False,True,por defecto,por defecto,src/modelo_final.py; src/experimentos.py; src/interpretabilidad.py; src/evaluacion_final.py
src/no_supervisado.py (submuestra de 50000 flujos del lunes),Contraste no supervisado: LOF,LocalOutlierFactor,algorithm,'auto','auto',False,True,por defecto,por defecto,src/no_supervisado.py
src/no_supervisado.py (submuestra de 50000 flujos del lunes),Contraste no supervisado: LOF,LocalOutlierFactor,contamination,'auto','auto',False,True,por defecto,por defecto,src/no_supervisado.py
src/no_supervisado.py (submuestra de 50000 flujos del lunes),Contraste no supervisado: LOF,LocalOutlierFactor,leaf_size,30,30,False,True,por defecto,por defecto,src/no_supervisado.py
src/no_supervisado.py (submuestra de 50000 flujos del lunes),Contraste no supervisado: LOF,LocalOutlierFactor,metric,'minkowski','minkowski',False,True,por defecto,por defecto,src/no_supervisado.py
src/no_supervisado.py (submuestra de 50000 flujos del lunes),Contraste no supervisado: LOF,LocalOutlierFactor,metric_params,None,None,False,True,por defecto,por defecto,src/no_supervisado.py
src/no_supervisado.py (submuestra de 50000 flujos del lunes),Contraste no supervisado: LOF,LocalOutlierFactor,n_jobs,-1,None,True,False,explícito,explícito,src/no_supervisado.py
src/no_supervisado.py (submuestra de 50000 flujos del lunes),Contraste no supervisado: LOF,LocalOutlierFactor,n_neighbors,20,20,True,True,explícito,por defecto,src/no_supervisado.py
src/no_supervisado.py (submuestra de 50000 flujos del lunes),Contraste no supervisado: LOF,LocalOutlierFactor,novelty,True,False,True,False,explícito,explícito,src/no_supervisado.py
src/no_supervisado.py (submuestra de 50000 flujos del lunes),Contraste no supervisado: LOF,LocalOutlierFactor,p,2,2,False,True,por defecto,por defecto,src/no_supervisado.py
src/no_supervisado.py y src/evaluacion_final.py,Isolation Forest del análisis,IsolationForest,bootstrap,False,False,False,True,por defecto,por defecto,src/modelo_final.py; src/no_supervisado.py; src/evaluacion_final.py
src/no_supervisado.py y src/evaluacion_final.py,Isolation Forest del análisis,IsolationForest,contamination,'auto','auto',False,True,por defecto,por defecto,src/modelo_final.py; src/no_supervisado.py; src/evaluacion_final.py
src/no_supervisado.py y src/evaluacion_final.py,Isolation Forest del análisis,IsolationForest,max_features,1.0,1.0,False,True,por defecto,por defecto,src/modelo_final.py; src/no_supervisado.py; src/evaluacion_final.py
src/no_supervisado.py y src/evaluacion_final.py,Isolation Forest del análisis,IsolationForest,max_samples,'auto','auto',False,True,por defecto,por defecto,src/modelo_final.py; src/no_supervisado.py; src/evaluacion_final.py
src/no_supervisado.py y src/evaluacion_final.py,Isolation Forest del análisis,IsolationForest,n_estimators,200,100,True,False,explícito,explícito,src/modelo_final.py; src/no_supervisado.py; src/evaluacion_final.py
src/no_supervisado.py y src/evaluacion_final.py,Isolation Forest del análisis,IsolationForest,n_jobs,-1,None,True,False,explícito,explícito,src/modelo_final.py; src/no_supervisado.py; src/evaluacion_final.py
src/no_supervisado.py y src/evaluacion_final.py,Isolation Forest del análisis,IsolationForest,random_state,42,None,True,False,explícito,explícito,src/modelo_final.py; src/no_supervisado.py; src/evaluacion_final.py
src/no_supervisado.py y src/evaluacion_final.py,Isolation Forest del análisis,IsolationForest,verbose,0,0,False,True,por defecto,por defecto,src/modelo_final.py; src/no_supervisado.py; src/evaluacion_final.py
src/no_supervisado.py y src/evaluacion_final.py,Isolation Forest del análisis,IsolationForest,warm_start,False,False,False,True,por defecto,por defecto,src/modelo_final.py; src/no_supervisado.py; src/evaluacion_final.py
"src/experimentos.py, src/interpretabilidad.py, notebooks/02_baseline.ipynb",Validación cruzada,StratifiedKFold,n_splits,5,5,True,True,explícito,por defecto,src/experimentos.py; src/interpretabilidad.py
"src/experimentos.py, src/interpretabilidad.py, notebooks/02_baseline.ipynb",Validación cruzada,StratifiedKFold,shuffle,True,False,True,False,explícito,explícito,src/experimentos.py; src/interpretabilidad.py
"src/experimentos.py, src/interpretabilidad.py, notebooks/02_baseline.ipynb",Validación cruzada,StratifiedKFold,random_state,42,None,True,False,explícito,explícito,src/experimentos.py; src/interpretabilidad.py
src/split.py,Partición única,train_test_split,test_size,0.2,None,True,False,explícito,explícito,src/split.py
src/split.py,Partición única,train_test_split,stratify,'Label',None,True,False,explícito,explícito,src/split.py
src/split.py,Partición única,train_test_split,random_state,42,None,True,False,explícito,explícito,src/split.py
src/interpretabilidad.py::importancia_permutacion,Importancia por permutación,permutation_importance,scoring,'f1_macro',None,True,False,explícito,explícito,src/interpretabilidad.py
src/interpretabilidad.py::importancia_permutacion,Importancia por permutación,permutation_importance,n_repeats,5,5,True,True,explícito,por defecto,src/interpretabilidad.py
src/interpretabilidad.py::importancia_permutacion,Importancia por permutación,permutation_importance,random_state,42,None,True,False,explícito,explícito,src/interpretabilidad.py
src/interpretabilidad.py::importancia_permutacion,Importancia por permutación,permutation_importance,n_jobs,-1,None,True,False,explícito,explícito,src/interpretabilidad.py
"src/config.py, src/experimentos.py, src/no_supervisado.py, src/interpretabilidad.py, src/evaluacion_final.py, src/features.py",Constantes del protocolo,constante,RANDOM_STATE (semilla única),42,,True,False,explícito,explícito,
"src/config.py, src/experimentos.py, src/no_supervisado.py, src/interpretabilidad.py, src/evaluacion_final.py, src/features.py",Constantes del protocolo,constante,PROPORCION_TEST,0.2,,True,False,explícito,explícito,
