 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
443,29853891,10,11,1854,5618,1253,0,185.4,393.4444,2920,0,510.72726,948.9884,250.28563,0.7034259,1.4926945e+06,3.5937755e+06,10001020,79,20240636,2.2489595e+06,4.37423e+06,10027658,747,29826942,2.9826942e+06,4.7724465e+06,10074207,206,0,0,0,0,212,228,0.33496472,0.3684612,0,2920,339.63635,726.18414,527343.4,0,0,0,1,0,0,0,0,1,355.8095,185.4,510.72726,212,0,0,0,0,0,0,10,1854,11,5618,8192,6198,9,20,122230.336,165465.14,313293,26638,9.829067e+06,216097.1,10001020,9586495
53,61019,4,2,148,270,37,37,37.0,0.0,135,135,135.0,0.0,6850.325,98.330025,12203.8,16705.266,30513,4,30521,10173.667,17614.379,30513,4,4,4.0,0.0,4,4,0,0,0,0,104,64,65.55335,32.776676,37,135,65.0,47.819103,2286.6667,0,0,0,0,0,0,0,0,0,75.833336,37.0,135.0,104,0,0,0,0,0,0,4,148,2,270,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
7008,3,2,0,31,0,31,0,15.5,21.920311,0,0,0.0,0.0,1.03e+07,666666.7,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.7,0.0,0,31,20.666666,17.897858,320.33334,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,40,0,0,0,0,0,0,2,31,0,0,110,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,95654,2,2,82,340,41,41,41.0,0.0,170,170,170.0,0.0,4411.734,41.817383,31884.666,55219.8,95647,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,80,20.908691,20.908691,41,170,92.6,70.65621,4992.3,0,0,0,0,0,0,0,0,1,115.75,41.0,170.0,40,0,0,0,0,0,0,2,82,2,340,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,5210203,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7677244,1.7367344e+06,2.976574e+06,5173722,70,5210203,2.6051015e+06,3.632578e+06,5173722,36481,0,0.0,0.0,0,0,0,0,0,0,104,40,0.5757933,0.1919311,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,42408,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,96534,1,1,62,189,62,62,62.0,0.0,189,189,189.0,0.0,2600.12,20.718088,96534.0,0.0,96534,96534,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.359044,10.359044,62,189,104.333336,73.32349,5376.3335,0,0,0,0,0,0,0,0,1,156.5,62.0,189.0,32,0,0,0,0,0,0,1,62,1,189,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
21,9277049,9,15,93,188,19,0,10.333333,7.905694,34,0,12.533334,14.54975,30.289804,2.5870295,403349.97,1.0529256e+06,3375544,3,6576159,822019.9,1.5220782e+06,3418173,4,9276977,662641.2,1.3004465e+06,3375544,3,0,0,0,0,296,488,0.9701361,1.6168935,0,34,11.24,12.285764,150.94,0,0,0,1,0,0,0,0,1,11.708333,10.333333,12.533334,296,0,0,0,0,0,0,9,93,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0
443,5271522,8,6,593,2800,342,0,74.125,128.18562,1460,0,466.66666,671.1607,643.64716,2.6557796,405501.7,1.3892582e+06,5027549,4,5271522,753074.56,1.8858338e+06,5027549,48,209111,41822.2,54890.46,134788,195,0,0,0,0,184,132,1.5175883,1.1381912,0,1460,226.2,459.06973,210745.03,0,0,0,1,0,0,0,0,0,242.35715,74.125,466.66666,184,0,0,0,0,0,0,8,593,6,2800,8192,8738,3,20,243925.0,0.0,243925,243925,5.027549e+06,0.0,5027549,5027549
443,5092189,5,1,123,46,46,0,24.6,23.276598,46,46,46.0,0.0,33.188084,1.1782752,1.0184378e+06,2.2093292e+06,4970147,4,5092189,1.2730472e+06,2.4649565e+06,4970147,4,0,0.0,0.0,0,0,1,0,0,0,160,32,0.981896,0.1963792,0,46,30.714285,21.684975,470.2381,0,1,0,0,1,0,0,0,0,35.833332,24.6,46.0,160,0,0,0,0,0,0,5,123,1,46,1877,26,2,32,0.0,0.0,0,0,0.0,0.0,0,0
32781,31,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,258064.52,64516.13,31.0,0.0,31,31,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,32258.064,32258.064,2,6,3.3333333,2.309401,5.3333335,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
53,100897,1,1,43,113,43,43,43.0,0.0,113,113,113.0,0.0,1546.1312,19.822195,100897.0,0.0,100897,100897,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,9.911098,9.911098,43,113,66.333336,40.41452,1633.3334,0,0,0,0,0,0,0,0,1,99.5,43.0,113.0,32,0,0,0,0,0,0,1,43,1,113,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
64416,59,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33898.305,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16949.152,16949.152,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,126,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53185,201,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9950.249,201.0,0.0,201,201,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,4975.1245,4975.1245,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0
35523,7623047,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,4.722521,0.78708684,1.5246094e+06,3.3867535e+06,7582994,1,0,0.0,0.0,0,0,7604941,1.9012352e+06,3.7878515e+06,7582994,1,0,0,0,0,20,100,0.13118114,0.6559057,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,40053.0,0.0,40053,40053,7.582994e+06,0.0,7582994,7582994
53,61084,2,2,60,344,30,30,30.0,0.0,172,172,172.0,0.0,6613.8433,65.4836,20361.334,35253.875,61069,3,12,12.0,0.0,12,12,3,3.0,0.0,3,3,0,0,0,0,64,40,32.7418,32.7418,30,172,86.8,77.7766,6049.2,0,0,0,0,0,0,0,0,1,108.5,30.0,172.0,64,0,0,0,0,0,0,2,60,2,344,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,118582812,15,12,1432,4501,944,0,95.46667,242.05957,1398,0,375.08334,541.55023,50.032547,0.22768898,4.5608775e+06,1.6e+07,58900000,3,119000000,8.470201e+06,2.13e+07,58900000,51,119000000,1.08e+07,2.38e+07,59000000,3,0,0,0,0,488,392,0.12649389,0.101195104,0,1398,211.89285,413.3934,170894.1,0,0,0,1,0,0,0,0,0,219.74074,95.46667,375.08334,488,0,0,0,0,0,0,15,1432,12,4501,29200,125,6,32,398786.5,477012.12,736085,61488,5.89e+07,111681.15,58900000,58800000
443,77619028,11,11,2239,3336,853,0,203.54546,322.77,1469,0,303.27274,563.7448,71.82517,0.28343564,3.6961442e+06,1.1257946e+07,44954048,90,77619028,7.761903e+06,1.5710523e+07,44954048,136,49620282,4.962028e+06,1.4149809e+07,45037400,221,0,0,0,0,232,228,0.14171782,0.14171782,0,1469,242.39131,443.9498,197091.44,0,0,0,1,0,0,0,0,1,253.40909,203.54546,303.27274,232,0,0,0,0,0,0,11,2239,11,3336,8192,6403,10,20,4.666185e+06,0.0,4666185,4666185,4.495405e+07,0.0,44954048,44954048
55728,3,2,0,37,0,37,0,18.5,26.16295,0,0,0.0,0.0,1.2333333e+07,666666.7,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.7,0.0,0,37,24.666666,21.36196,456.33334,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,116,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,33381,4,4,160,224,40,40,40.0,0.0,56,56,56.0,0.0,11503.55,239.65729,4768.7144,12451.537,33006,1,33210,11070.0,19130.516,33160,1,33227,11075.667,19098.746,33129,49,0,0,0,0,104,104,119.82864,119.82864,40,56,47.11111,8.43274,71.111115,0,0,0,0,0,0,0,0,1,53.0,40.0,56.0,104,0,0,0,0,0,0,4,160,4,224,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
53,61419,1,1,45,90,45,45,45.0,0.0,90,90,90.0,0.0,2198.0168,32.563213,61419.0,0.0,61419,61419,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,16.281607,16.281607,45,90,60.0,25.980762,675.0,0,0,0,0,0,0,0,0,1,90.0,45.0,90.0,20,0,0,0,0,0,0,1,45,1,90,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
443,5106064,7,7,352,5200,202,0,50.285713,80.75005,1955,2,742.8571,844.9867,1087.3346,2.741838,392774.16,1.369101e+06,4949029,4,157031,26171.834,32149.982,83659,220,5073468,845578.0,2.0349048e+06,4999146,4,0,0,0,0,152,144,1.370919,1.370919,0,1955,370.13333,662.7171,439193.97,0,0,0,1,0,0,0,0,1,396.57144,50.285713,742.8571,152,0,0,0,0,0,0,7,352,7,5200,8192,30016,6,20,0.0,0.0,0,0,0.0,0.0,0,0
80,60211746,9,9,602,448,597,0,66.888885,198.79225,448,0,49.77778,149.33333,17.438457,0.29894498,3.5418675e+06,4.8740735e+06,10100000,128,50300000,6.292172e+06,5.1305145e+06,10100000,204,60200000,7.520091e+06,4.626098e+06,10100000,961,0,0,0,0,192,252,0.14947249,0.14947249,0,597,55.263157,166.51521,27727.316,0,0,0,1,0,0,0,0,1,58.333332,66.888885,49.77778,192,0,0,0,0,0,0,9,602,9,448,8192,110,6,20,99883.8,108715.8,294359,50918,9.967591e+06,105958.5,10100000,9800592
15370,3,2,0,37,0,31,6,18.5,17.67767,0,0,0.0,0.0,1.23e+07,666666.7,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.7,0.0,6,31,22.666666,14.433757,208.33333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,110,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,438,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4566.21,438.0,0.0,438,438,438,438.0,0.0,438,438,0,0.0,0.0,0,0,0,0,0,0,64,0,4566.21,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,245,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,61569,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,5262.3887,64.96776,20523.0,35384.188,61381,1,1,1.0,0.0,1,1,187,187.0,0.0,187,187,0,0,0,0,64,64,32.48388,32.48388,30,132,70.8,55.867702,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,64,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,1528,2,2,86,204,43,43,43.0,0.0,102,102,102.0,0.0,189790.58,2617.801,509.33334,837.47375,1476,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,40,40,1308.9005,1308.9005,43,102,66.6,32.31563,1044.3,0,0,0,0,0,0,0,0,1,83.25,43.0,102.0,40,0,0,0,0,0,0,2,86,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,10947387,7,5,350,3200,200,0,50.0,80.1249,1476,0,640.0,763.01636,324.2783,1.096152,995217.0,3.026233e+06,10115446,65,10947387,1.8245645e+06,4.0625902e+06,10115446,65,596448,149112.0,192495.42,407880,203,0,0,0,0,152,112,0.639422,0.45673,0,1476,273.07693,537.22845,288614.4,0,0,0,1,0,0,0,0,0,295.83334,50.0,640.0,152,0,0,0,0,0,0,7,350,5,3200,8192,31,6,20,0.0,0.0,0,0,0.0,0.0,0,0
53,210,2,2,110,452,55,55,55.0,0.0,226,226,226.0,0.0,2.6761905e+06,19047.62,70.0,115.182465,203,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,9523.81,9523.81,55,226,123.4,93.66056,8772.3,0,0,0,0,0,0,0,0,1,154.25,55.0,226.0,40,0,0,0,0,0,0,2,110,2,452,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,85664146,5,7,355,11595,343,0,71.0,152.08221,4344,0,1656.4286,1760.5973,139.49826,0.14008194,7.7876495e+06,2.57e+07,85400000,0,85500000,2.14e+07,4.27e+07,85400000,3,85700000,1.43e+07,3.49e+07,85400000,14,0,0,0,0,144,232,0.058367476,0.081714466,0,4344,919.6923,1497.9547,2.2438685e+06,1,0,0,0,0,0,0,0,1,996.3333,71.0,1656.4286,144,0,0,0,0,0,0,5,355,7,11595,0,235,2,20,9987.0,0.0,9987,9987,8.54e+07,0.0,85400000,85400000
53685,997037,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2.0059435,997037.0,0.0,997037,997037,997037,997037.0,0.0,997037,997037,0,0.0,0.0,0,0,0,0,0,0,40,0,2.0059435,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,4974,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,30879,4,2,224,276,56,56,56.0,0.0,138,138,138.0,0.0,16192.234,194.30681,6175.8,9410.056,21322,3,21329,7109.6665,12308.242,21322,3,49,49.0,0.0,49,49,0,0,0,0,104,40,129.53787,64.768936,56,138,79.42857,40.0119,1600.9524,0,0,0,0,0,0,0,0,0,92.666664,56.0,138.0,104,0,0,0,0,0,0,4,224,2,276,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
53,60998,4,2,120,264,30,30,30.0,0.0,132,132,132.0,0.0,6295.2886,98.363884,12199.6,16682.494,30850,3,30100,10033.333,17373.047,30094,3,48,48.0,0.0,48,48,0,0,0,0,80,64,65.57592,32.78796,30,132,59.142857,49.770905,2477.1428,0,0,0,0,0,0,0,0,0,69.0,30.0,132.0,80,0,0,0,0,0,0,4,120,2,264,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
54626,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.7,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.7,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,340,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,24185,2,2,68,482,34,34,34.0,0.0,241,241,241.0,0.0,22741.37,165.39177,8061.6665,13956.288,24177,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,40,82.695885,82.695885,34,241,116.8,113.37857,12854.7,0,0,0,0,0,0,0,0,1,146.0,34.0,241.0,64,0,0,0,0,0,0,2,68,2,482,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,77733,4,2,104,308,26,26,26.0,0.0,154,154,154.0,0.0,5300.1943,77.187294,15546.6,22745.021,50206,2,50212,16737.334,28984.715,50206,2,4,4.0,0.0,4,4,0,0,0,0,104,40,51.4582,25.729097,26,154,62.57143,62.457603,3900.9524,0,0,0,0,0,0,0,0,0,73.0,26.0,154.0,104,0,0,0,0,0,0,4,104,2,308,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
53,131385,4,2,128,536,32,32,32.0,0.0,268,268,268.0,0.0,5053.8496,45.667313,26277.0,36105.645,69999,3,61382,20460.666,35433.72,61376,3,4,4.0,0.0,4,4,0,0,0,0,80,40,30.444876,15.222438,32,268,99.42857,115.15621,13260.952,0,0,0,0,0,0,0,0,0,116.0,32.0,268.0,80,0,0,0,0,0,0,4,128,2,536,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
80,115127259,17,15,350,760,350,0,20.588236,84.88747,740,0,50.666668,190.76787,9.641504,0.2779533,3.7137825e+06,4.8140635e+06,10027219,3,115127259,7.1954535e+06,4.488032e+06,10063911,3,110582314,7.8987365e+06,4.271109e+06,10064148,3,0,0,0,0,552,488,0.14766268,0.1302906,0,740,33.636364,140.66402,19786.363,0,0,0,1,0,0,0,0,0,34.6875,20.588236,50.666668,552,0,0,0,0,0,0,17,350,15,760,29200,340,1,32,41701.0,16057.869,90116,36692,1.0011236e+07,6748.5596,10027219,9997112
57899,4796,2,1,280,6,274,6,140.0,189.50462,6,6,6.0,0.0,59633.027,625.52124,2398.0,3313.5024,4741,55,4796,4796.0,0.0,4796,4796,0,0.0,0.0,0,0,1,0,0,0,40,20,417.0142,208.5071,6,274,140.0,154.72987,23941.334,0,1,0,0,1,0,0,0,0,186.66667,140.0,6.0,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,170762,10,6,929,943,677,0,92.9,210.96996,805,0,157.16667,322.13687,10962.626,93.69766,11384.134,16459.26,40644,3,170762,18973.555,29973.88,87842,3,127096,25419.2,18344.463,40644,363,0,0,0,0,332,200,58.56104,35.136623,0,805,110.117645,243.38855,59237.984,0,0,0,1,0,0,0,0,0,117.0,92.9,157.16667,332,0,0,0,0,0,0,10,929,6,943,65535,351,5,32,0.0,0.0,0,0,0.0,0.0,0,0
53,359,2,2,86,204,43,43,43.0,0.0,102,102,102.0,0.0,807799.44,11142.062,119.666664,201.20718,352,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,5571.031,5571.031,43,102,66.6,32.31563,1044.3,0,0,0,0,0,0,0,0,1,83.25,43.0,102.0,64,0,0,0,0,0,0,2,86,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,62435526,16,13,2155,4797,921,0,134.6875,311.6703,1448,0,369.0,572.59644,111.34686,0.46447915,2.2298402e+06,4.1637555e+06,10200000,27,62400000,4.1623685e+06,5.042216e+06,10200000,127,62400000,5.1959075e+06,5.1603905e+06,10200000,48,0,0,0,0,520,424,0.25626436,0.20821479,0,1448,231.73334,448.78418,201407.23,0,0,0,1,0,0,0,0,0,239.72414,134.6875,369.0,520,0,0,0,0,0,0,16,2155,13,4797,29200,89,4,32,360726.84,676957.25,1742560,84189,1e+07,143493.23,10200000,9796544
53,244,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,377049.2,16393.443,81.333336,135.6773,238,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,8196.722,8196.722,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,24561,1,1,94,222,94,94,94.0,0.0,222,222,222.0,0.0,12865.926,81.42991,24561.0,0.0,24561,24561,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,40,40.714954,40.714954,94,222,136.66667,73.90083,5461.3335,0,0,0,0,0,0,0,0,1,205.0,94.0,222.0,40,0,0,0,0,0,0,1,94,1,222,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0
53,60547,1,1,45,136,45,45,45.0,0.0,136,136,136.0,0.0,2989.413,33.03219,60547.0,0.0,60547,60547,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.516094,16.516094,45,136,75.333336,52.538876,2760.3333,0,0,0,0,0,0,0,0,1,113.0,45.0,136.0,32,0,0,0,0,0,0,1,45,1,136,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,116790300,19,16,1389,2244,433,0,73.10526,160.1152,746,0,140.25,300.53986,31.107035,0.2996824,3.4350088e+06,4.664776e+06,9996099,31,116790300,6.48835e+06,4.660374e+06,10032863,9434,111984206,7.4656135e+06,4.416204e+06,10033389,21353,0,0,0,0,392,464,0.16268474,0.13699768,0,746,100.916664,230.89644,53313.164,0,0,0,1,0,0,0,0,0,103.8,73.10526,140.25,392,0,0,0,0,0,0,19,1389,16,2244,8192,360,18,20,203853.45,554281.5,1875075,36524,9.976552e+06,58373.02,9996099,9800567
65000,95,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,168421.05,42105.26,31.666666,49.652122,89,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,48,40,21052.63,21052.63,2,6,3.6,2.1908903,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0
57862,19767,2,1,280,6,274,6,140.0,189.50462,6,6,6.0,0.0,14468.559,151.7681,9883.5,13881.213,19699,68,19767,19767.0,0.0,19767,19767,0,0.0,0.0,0,0,1,0,0,0,40,20,101.178734,50.589367,6,274,140.0,154.72987,23941.334,0,1,0,0,1,0,0,0,0,186.66667,140.0,6.0,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,117754897,36,56,1056,64620,257,0,29.333334,58.816906,1430,0,1153.9286,542.3724,557.73474,0.78128386,1.2940099e+06,8.630553e+06,58900000,-1,118000000,3.3644258e+06,1.38e+07,58900000,17,118000000,2.1392445e+06,1.11e+07,59000000,2,0,0,0,0,732,1132,0.30571976,0.4755641,0,1430,706.19354,695.6244,483893.28,0,0,0,1,0,0,0,0,1,713.86957,29.333334,1153.9286,732,0,0,0,0,0,0,36,1056,56,64620,8192,360,35,20,280668.5,274568.84,474818,86519,5.85e+07,536008.1,58900000,58200000
53,31153,4,4,140,204,35,35,35.0,0.0,51,51,51.0,0.0,11042.275,256.7971,4450.4287,11650.482,30871,3,31011,10337.0,17899.014,31005,3,279,93.0,117.35843,226,4,0,0,0,0,80,80,128.39854,128.39854,35,51,42.11111,8.43274,71.111115,0,0,0,0,0,0,0,0,1,47.375,35.0,51.0,80,0,0,0,0,0,0,4,140,4,204,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
51677,37,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,54054.055,37.0,0.0,37,37,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,27027.027,27027.027,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,148,322,0,32,0.0,0.0,0,0,0.0,0.0,0,0
50568,57,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35087.72,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17543.86,17543.86,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,202,410,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,24105,1,1,95,223,95,95,95.0,0.0,223,223,223.0,0.0,13192.284,82.97034,24105.0,0.0,24105,24105,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,41.48517,41.48517,95,223,137.66667,73.90083,5461.3335,0,0,0,0,0,0,0,0,1,206.5,95.0,223.0,32,0,0,0,0,0,0,1,95,1,223,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,61029,2,2,84,284,42,42,42.0,0.0,142,142,142.0,0.0,6029.9204,65.54261,20343.0,35151.105,60932,47,47,47.0,0.0,47,47,50,50.0,0.0,50,50,0,0,0,0,64,64,32.771305,32.771305,42,142,82.0,54.772255,3000.0,0,0,0,0,0,0,0,0,1,102.5,42.0,142.0,64,0,0,0,0,0,0,2,84,2,284,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,72046334,11,8,4148,4568,1541,0,377.0909,503.72205,2920,0,571.0,991.3601,120.9777,0.26371917,4.002574e+06,1.6853042e+07,71531484,45,72046334,7.2046335e+06,2.260225e+07,71531484,223,438343,62620.43,49332.223,162566,200,0,0,0,0,232,172,0.15267952,0.11103965,0,2920,435.8,717.8547,515315.3,0,0,0,1,0,0,0,0,0,458.73685,377.0909,571.0,232,0,0,0,0,0,0,11,4148,8,4568,8192,513,10,20,0.0,0.0,0,0,0.0,0.0,0,0
53,189,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,931216.94,21164.021,63.0,67.75692,137,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,80,80,10582.011,10582.011,36,52,42.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,80,0,0,0,0,0,0,2,72,2,104,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0
10354,56,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,214285.72,35714.285,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,17857.143,17857.143,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,290,16425,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,90531,1,1,49,101,49,49,49.0,0.0,101,101,101.0,0.0,1656.891,22.09188,90531.0,0.0,90531,90531,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11.04594,11.04594,49,101,66.333336,30.022215,901.3333,0,0,0,0,0,0,0,0,1,99.5,49.0,101.0,32,0,0,0,0,0,0,1,49,1,101,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
