 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
9111,83,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,72289.16,24096.385,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,12048.192,12048.192,0,6,2.0,3.4641016,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
80,115608254,16,14,438,746,427,0,27.375,106.56758,746,0,53.285713,199.37689,10.241484,0.25949705,3.9864915e+06,4.871515e+06,10000000,9,116000000,7.707217e+06,4.1577438e+06,10100000,173,110000000,8.498414e+06,3.7590025e+06,10100000,20537,0,0,0,0,332,424,0.13839842,0.12109862,0,746,38.19355,152.05644,23121.162,0,0,0,1,0,0,0,0,0,39.466667,27.375,53.285713,332,0,0,0,0,0,0,16,438,14,746,8192,343,12,20,46310.0,32602.766,144611,36434,9.99729e+06,16852.86,10000000,9949562
53,95654,2,2,82,340,41,41,41.0,0.0,170,170,170.0,0.0,4411.734,41.817383,31884.666,55219.8,95647,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,80,20.908691,20.908691,41,170,92.6,70.65621,4992.3,0,0,0,0,0,0,0,0,1,115.75,41.0,170.0,40,0,0,0,0,0,0,2,82,2,340,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,80255718,8,6,56,11607,20,0,7.0,5.656854,5840,0,1934.5,2538.9192,145.32298,0.1744424,6.173517e+06,1.94e+07,70300000,3,78500000,1.12e+07,2.62e+07,70300000,3,1737521,347504.2,776522.06,1736589,3,0,0,0,0,172,132,0.09968137,0.074761026,0,5840,777.93335,1804.899,3.2576602e+06,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,986.0,0.0,986,986,3.93e+07,4.39e+07,70300000,8184818
80,15555140,5,5,480,3525,480,0,96.0,214.66252,2077,0,705.0,990.6447,257.47116,0.6428743,1.7283489e+06,3.6991758e+06,10600000,43,10600000,2.6391275e+06,5.277629e+06,10600000,193,15600000,3.88877e+06,5.029555e+06,10600000,192,0,0,0,0,168,168,0.32143715,0.32143715,0,2077,364.0909,719.92004,518284.9,0,0,0,1,0,0,0,0,1,400.5,96.0,705.0,168,0,0,0,0,0,0,5,480,5,3525,29200,235,1,32,789.0,0.0,789,789,1.06e+07,0.0,10600000,10600000
80,109,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18348.623,109.0,0.0,109,109,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9174.312,9174.312,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,260,236,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,99999393,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.16000096,0.04000024,3.33e+07,5.77e+07,100000000,38,100000000,1e+08,0.0,100000000,100000000,100000000,1e+08,0.0,100000000,100000000,1,0,0,0,64,64,0.02000012,0.02000012,0,8,4.8,4.3817806,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,86.0,0.0,86,86,1e+08,0.0,100000000,100000000
61900,67,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,238805.97,59701.492,22.333334,6.658328,30,18,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,48,40,29850.746,29850.746,2,6,3.6,2.1908903,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0
21,8771749,9,15,100,188,24,0,11.111111,8.894443,34,0,12.533334,14.54975,32.832676,2.7360563,381380.4,998771.3,3248768,3,6517248,814656.0,1.4949201e+06,3293280,3,8771673,626548.06,1.2339949e+06,3248768,3,0,0,0,0,296,488,1.0260211,1.7100352,0,34,11.52,12.4937315,156.09334,0,0,0,1,0,0,0,0,1,12.0,11.111111,12.533334,296,0,0,0,0,0,0,9,100,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0
64416,59,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33898.305,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16949.152,16949.152,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,126,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0
22,11864763,22,33,2008,2745,640,0,91.27273,138.18214,976,0,83.181816,217.28574,400.59796,4.6355753,219717.83,604248.7,2496135,4,10200000,483749.62,881835.1,2566398,709,11900000,370770.47,752748.56,2496135,4,0,0,0,0,712,1064,1.85423,2.7813451,0,976,84.875,186.83966,34909.06,0,0,0,1,0,0,0,0,1,86.41818,91.27273,83.181816,712,0,0,0,0,0,0,22,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0
53,241,2,2,108,330,54,54,54.0,0.0,165,165,165.0,0.0,1.8174274e+06,16597.51,80.333336,95.918365,188,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,64,64,8298.755,8298.755,54,165,98.4,60.797203,3696.3,0,0,0,0,0,0,0,0,1,123.0,54.0,165.0,64,0,0,0,0,0,0,2,108,2,330,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,131385,4,2,128,536,32,32,32.0,0.0,268,268,268.0,0.0,5053.8496,45.667313,26277.0,36105.645,69999,3,61382,20460.666,35433.72,61376,3,4,4.0,0.0,4,4,0,0,0,0,80,40,30.444876,15.222438,32,268,99.42857,115.15621,13260.952,0,0,0,0,0,0,0,0,0,116.0,32.0,268.0,80,0,0,0,0,0,0,4,128,2,536,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
443,271,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,44280.44,7380.0737,271.0,0.0,271,271,271,271.0,0.0,271,271,0,0.0,0.0,0,0,0,0,0,0,40,0,7380.0737,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,372,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,5296917,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.5309377,0.7551563,1.765639e+06,3.057294e+06,5295898,3,5296917,1.765639e+06,3.057294e+06,5295898,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.7551563,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1019.0,0.0,1019,1019,5.295898e+06,0.0,5295898,5295898
443,115184294,22,23,821,12537,352,0,37.31818,85.86112,2021,0,545.087,745.7091,115.97067,0.39067826,2.6178248e+06,4.367213e+06,10000000,2,115000000,5.4849665e+06,4.9805535e+06,10000000,2,110000000,5.0140005e+06,5.12524e+06,10000000,2,0,0,0,0,452,604,0.19099826,0.19968,0,2021,290.3913,584.5029,341643.72,0,0,0,1,0,0,0,0,1,296.84445,37.31818,545.087,452,0,0,0,0,0,0,22,821,23,12537,8192,123,21,20,36422.637,21899.953,102451,29573,9.99159e+06,5141.285,10000000,9980697
2757,59,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,203389.83,33898.305,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16949.152,16949.152,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,26650,1,1,44,140,44,44,44.0,0.0,140,140,140.0,0.0,6904.3154,75.046906,26650.0,0.0,26650,26650,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,37.523453,37.523453,44,140,76.0,55.425625,3072.0,0,0,0,0,0,0,0,0,1,114.0,44.0,140.0,20,0,0,0,0,0,0,1,44,1,140,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
80,5729790,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.6981059,1.90993e+06,3.3073225e+06,5728897,106,5729790,2.864895e+06,4.0503105e+06,5728897,893,0,0.0,0.0,0,0,0,0,0,0,104,40,0.5235794,0.17452647,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
10354,56,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,214285.72,35714.285,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,17857.143,17857.143,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,290,16425,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,60998,4,2,120,264,30,30,30.0,0.0,132,132,132.0,0.0,6295.2886,98.363884,12199.6,16682.494,30850,3,30100,10033.333,17373.047,30094,3,48,48.0,0.0,48,48,0,0,0,0,80,64,65.57592,32.78796,30,132,59.142857,49.770905,2477.1428,0,0,0,0,0,0,0,0,0,69.0,30.0,132.0,80,0,0,0,0,0,0,4,120,2,264,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
443,438,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4566.21,438.0,0.0,438,438,438,438.0,0.0,438,438,0,0.0,0.0,0,0,0,0,0,0,64,0,4566.21,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,245,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,5134920,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.77898,1.71164e+06,2.9640438e+06,5134223,126,5134920,2.56746e+06,3.629951e+06,5134223,697,0,0.0,0.0,0,0,0,0,0,0,104,40,0.584235,0.194745,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
44478,41,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,48780.49,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,24390.244,24390.244,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,3,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,237,2,2,84,310,42,42,42.0,0.0,155,155,155.0,0.0,1.6624472e+06,16877.637,79.0,53.693577,141,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,40,8438.818,8438.818,42,155,87.2,61.89265,3830.7,0,0,0,0,0,0,0,0,1,109.0,42.0,155.0,40,0,0,0,0,0,0,2,84,2,310,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,96534,1,1,62,189,62,62,62.0,0.0,189,189,189.0,0.0,2600.12,20.718088,96534.0,0.0,96534,96534,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.359044,10.359044,62,189,104.333336,73.32349,5376.3335,0,0,0,0,0,0,0,0,1,156.5,62.0,189.0,32,0,0,0,0,0,0,1,62,1,189,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,210,2,2,110,452,55,55,55.0,0.0,226,226,226.0,0.0,2.6761905e+06,19047.62,70.0,115.182465,203,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,9523.81,9523.81,55,226,123.4,93.66056,8772.3,0,0,0,0,0,0,0,0,1,154.25,55.0,226.0,40,0,0,0,0,0,0,2,110,2,452,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
8080,1010674,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.809896,5.936632,202134.8,276037.53,508961,456,1010218,505109.0,6223.954,509510,500708,1010003,505001.5,6244.46,509417,500586,0,0,0,0,92,60,2.968316,2.968316,0,6,2.5714285,3.207135,10.285714,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0
80,509,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3929.2732,509.0,0.0,509,509,509,509.0,0.0,509,509,0,0.0,0.0,0,0,0,0,0,0,64,0,3929.2732,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,5394673,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7414722,1.7982244e+06,3.113847e+06,5393785,139,5394673,2.6973365e+06,3.813354e+06,5393785,888,0,0.0,0.0,0,0,0,0,0,0,104,40,0.5561041,0.18536805,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,202,2,2,76,396,38,38,38.0,0.0,198,198,198.0,0.0,2.3366338e+06,19801.98,67.333336,111.428604,196,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,9900.99,9900.99,38,198,102.0,87.63561,7680.0,0,0,0,0,0,0,0,0,1,127.5,38.0,198.0,64,0,0,0,0,0,0,2,76,2,396,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
80,5965293,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.67054546,1.988431e+06,3.4433655e+06,5964487,101,5965293,2.9826465e+06,4.2169595e+06,5964487,806,0,0.0,0.0,0,0,0,0,0,0,104,40,0.50290906,0.16763636,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,85664146,5,7,355,11595,343,0,71.0,152.08221,4344,0,1656.4286,1760.5973,139.49826,0.14008194,7.7876495e+06,2.57e+07,85400000,0,85500000,2.14e+07,4.27e+07,85400000,3,85700000,1.43e+07,3.49e+07,85400000,14,0,0,0,0,144,232,0.058367476,0.081714466,0,4344,919.6923,1497.9547,2.2438685e+06,1,0,0,0,0,0,0,0,1,996.3333,71.0,1656.4286,144,0,0,0,0,0,0,5,355,7,11595,0,235,2,20,9987.0,0.0,9987,9987,8.54e+07,0.0,85400000,85400000
53,60657,4,2,132,256,33,33,33.0,0.0,128,128,128.0,0.0,6396.6235,98.91686,12131.4,20551.145,47444,3,47450,15816.667,27390.074,47444,3,4,4.0,0.0,4,4,0,0,0,0,80,40,65.94457,32.972286,33,128,60.142857,46.355255,2148.8096,0,0,0,0,0,0,0,0,0,70.166664,33.0,128.0,80,0,0,0,0,0,0,4,132,2,256,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
80,1605160,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,18.689726,3.1149542,401290.0,799953.5,1601217,1,1605160,401290.0,799953.5,1601217,1,0,0.0,0.0,0,0,0,0,0,0,100,0,3.1149542,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0
80,3003163,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9989468,1.5015815e+06,710515.75,2003992,999171,3003163,1.5015815e+06,710515.75,2003992,999171,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9989468,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0
443,116323165,23,22,1165,5816,395,0,50.652172,119.348465,1448,0,264.36365,482.24808,60.01384,0.3868533,2.6437082e+06,4.381628e+06,10000000,4,116000000,5.2874165e+06,4.995558e+06,10000000,4,111000000,5.2761675e+06,5.125005e+06,10000000,48,0,0,0,0,744,712,0.19772501,0.18912828,0,1448,151.76086,356.9719,127428.945,0,0,0,1,0,0,0,0,0,155.13333,50.652172,264.36365,744,0,0,0,0,0,0,23,1165,22,5816,29200,1039,5,32,57181.332,99264.4,372388,28347,9.636415e+06,1.3042764e+06,10000000,5495138
15370,3,2,0,37,0,31,6,18.5,17.67767,0,0,0.0,0.0,1.23e+07,666666.7,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.7,0.0,6,31,22.666666,14.433757,208.33333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,110,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,73659,3,6,26,11607,20,0,8.666667,10.263203,4380,0,1934.5,2177.345,157930.47,122.18466,9207.375,25664.426,72722,3,586,293.0,410.12195,583,3,73612,14722.4,32423.756,72722,3,0,0,0,0,72,132,40.72822,81.45644,0,4380,1163.3,1903.9626,3.6250738e+06,0,0,0,1,0,0,0,0,2,1292.5555,8.666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
53,24561,1,1,94,222,94,94,94.0,0.0,222,222,222.0,0.0,12865.926,81.42991,24561.0,0.0,24561,24561,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,40,40.714954,40.714954,94,222,136.66667,73.90083,5461.3335,0,0,0,0,0,0,0,0,1,205.0,94.0,222.0,40,0,0,0,0,0,0,1,94,1,222,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0
53,60547,1,1,45,136,45,45,45.0,0.0,136,136,136.0,0.0,2989.413,33.03219,60547.0,0.0,60547,60547,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.516094,16.516094,45,136,75.333336,52.538876,2760.3333,0,0,0,0,0,0,0,0,1,113.0,45.0,136.0,32,0,0,0,0,0,0,1,45,1,136,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,108760620,10,3,3655,0,520,0,365.5,248.80212,0,0,0.0,0.0,33.605915,0.119528554,9.063385e+06,2.94e+07,102000000,52,109000000,1.21e+07,3.39e+07,102000000,572,109000000,5.44e+07,6.78e+07,102000000,6420836,0,0,0,0,328,104,0.091945045,0.027583513,0,520,261.07144,268.73047,72216.07,0,0,0,1,0,0,0,0,0,281.15384,365.5,0.0,328,0,0,0,0,0,0,10,3655,3,0,29200,235,8,32,6.420888e+06,0.0,6420888,6420888,1.02e+08,0.0,102000000,102000000
65000,95,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,168421.05,42105.26,31.666666,49.652122,89,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,48,40,21052.63,21052.63,2,6,3.6,2.1908903,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0
443,10081291,13,20,691,18870,366,0,53.153847,112.8065,2920,0,943.5,883.47906,1940.3269,3.2733903,315040.34,1.7671354e+06,9999027,2,82218,6851.5,9418.43,23898,93,10100000,529550.9,2.2931525e+06,9999027,2,0,0,0,0,272,412,1.2895174,1.9838729,0,2920,575.32355,808.46924,653622.5,0,0,0,1,0,0,0,0,1,592.75757,53.153847,943.5,272,0,0,0,0,0,0,13,691,20,18870,8192,31,3,20,82260.0,0.0,82260,82260,9.999027e+06,0.0,9999027,9999027
901,66,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,90909.09,30303.031,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,15151.516,15151.516,0,6,2.0,3.4641016,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
53,31153,4,4,140,204,35,35,35.0,0.0,51,51,51.0,0.0,11042.275,256.7971,4450.4287,11650.482,30871,3,31011,10337.0,17899.014,31005,3,279,93.0,117.35843,226,4,0,0,0,0,80,80,128.39854,128.39854,35,51,42.11111,8.43274,71.111115,0,0,0,0,0,0,0,0,1,47.375,35.0,51.0,80,0,0,0,0,0,0,4,140,4,204,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
80,99253868,5,7,319,11595,307,0,63.8,135.98602,4344,0,1656.4286,1760.5973,120.03562,0.12090209,9.023079e+06,2.99e+07,99100000,24,99100000,2.48e+07,4.95e+07,99100000,1004,99300000,1.65e+07,4.04e+07,99100000,24,0,0,0,0,144,232,0.05037587,0.07052622,0,4344,916.9231,1499.1425,2.2474282e+06,1,0,0,0,0,0,0,0,1,993.3333,63.8,1656.4286,144,0,0,0,0,0,0,5,319,7,11595,0,235,2,20,12994.0,0.0,12994,12994,9.91e+07,0.0,99100000,99100000
80,100068603,7,6,367,11595,367,0,52.42857,138.71297,4344,0,1932.5,1754.8314,119.537994,0.12991087,8.33905e+06,2.88e+07,99900000,1,99900000,1.67e+07,4.08e+07,99900000,1,149404,29880.8,61197.02,139080,16,0,0,0,0,232,200,0.06995201,0.059958868,0,4344,854.4286,1460.2034,2.1321938e+06,0,0,0,0,1,0,0,0,0,920.1539,52.42857,1932.5,232,0,0,0,0,0,0,7,367,6,11595,251,235,1,32,992.0,0.0,992,992,9.99e+07,0.0,99900000,99900000
53,24105,1,1,95,223,95,95,95.0,0.0,223,223,223.0,0.0,13192.284,82.97034,24105.0,0.0,24105,24105,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,41.48517,41.48517,95,223,137.66667,73.90083,5461.3335,0,0,0,0,0,0,0,0,1,206.5,95.0,223.0,32,0,0,0,0,0,0,1,95,1,223,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,103126501,3,3,169,524,75,44,56.333332,16.441816,258,111,174.66667,75.447556,6.719902,0.058180973,2.06253e+07,2.8180642e+07,52479552,30709,103095792,5.1547896e+07,1.4454082e+06,52569954,50525838,103093197,5.15466e+07,1.3628246e+06,52510261,50582936,0,0,0,0,96,72,0.029090486,0.029090486,44,258,106.14286,78.10981,6101.143,0,0,0,0,0,0,0,0,1,123.833336,56.333332,174.66667,96,0,0,0,0,0,0,3,169,3,524,-1,-1,2,20,61853.0,40374.383,90402,33304,5.1486044e+07,1.4050339e+06,52479552,50492534
51324,2,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,6e+06,1e+06,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,40,0,1e+06,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,30,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,5827847,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.6863598,1.9426156e+06,3.364108e+06,5827153,151,5827847,2.9139235e+06,4.1199288e+06,5827153,694,0,0.0,0.0,0,0,0,0,0,0,104,40,0.51476985,0.17158996,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,110105830,16,15,662,780,292,0,41.375,97.84537,384,0,52.0,134.8078,13.096491,0.2815473,3.6701942e+06,4.864044e+06,10005971,134,110067684,7.3378455e+06,4.5467405e+06,10044237,328,110067048,7.861932e+06,4.2551445e+06,10055537,429,0,0,0,0,332,432,0.14531474,0.13623257,0,384,45.0625,113.73425,12935.4795,0,0,0,1,0,0,0,0,0,46.51613,41.375,52.0,332,0,0,0,0,0,0,16,662,15,780,8192,980,15,20,51603.637,30847.201,130299,38112,9.954549e+06,130463.96,10005971,9565463
22,11640223,22,33,2008,2745,640,0,91.27273,138.18214,976,0,83.181816,217.28574,408.3255,4.7249956,215559.69,590229.7,2314296,3,9284726,442129.8,790979.6,2301481,4,11600000,363753.44,735130.56,2314296,3,0,0,0,0,712,1064,1.8899982,2.8349972,0,976,84.875,186.83966,34909.06,0,0,0,1,0,0,0,0,1,86.41818,91.27273,83.181816,712,0,0,0,0,0,0,22,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0
21,254,2,1,14,0,14,0,7.0,9.899495,0,0,0.0,0.0,55118.11,11811.023,127.0,31.112698,149,105,254,254.0,0.0,254,254,0,0.0,0.0,0,0,1,0,0,0,64,20,7874.0156,3937.0078,0,14,7.0,8.082904,65.333336,0,1,0,0,1,0,0,0,0,9.333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0
1,39,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,153846.16,51282.05,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,25641.025,25641.025,0,6,2.0,3.4641016,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
