score_iforest,clase
-0.5284824,BENIGN
-0.3534667,BENIGN
-0.3395645,BENIGN
-0.5693738,BENIGN
-0.3911585,BENIGN
-0.37049526,BENIGN
-0.34239042,BENIGN
-0.3684935,BENIGN
-0.34360552,BENIGN
-0.34026054,BENIGN
-0.33537027,BENIGN
-0.34178364,BENIGN
-0.47003248,BENIGN
-0.4586799,BENIGN
-0.34486634,BENIGN
-0.3876049,BENIGN
-0.5273971,BENIGN
-0.46886182,BENIGN
-0.33578733,BENIGN
-0.4119469,BENIGN
-0.34854856,BENIGN
-0.39507523,BENIGN
-0.36858594,BENIGN
-0.33783197,BENIGN
-0.5806159,BENIGN
-0.37432617,BENIGN
-0.47755605,BENIGN
-0.44396073,BENIGN
-0.3749098,BENIGN
-0.35691038,BENIGN
-0.3918758,BENIGN
-0.3448251,BENIGN
-0.36316836,BENIGN
-0.3456834,BENIGN
-0.48487407,BENIGN
-0.36958045,BENIGN
-0.3538671,BENIGN
-0.34148568,BENIGN
-0.3593684,BENIGN
-0.3504737,BENIGN
-0.35540152,BENIGN
-0.37222058,BENIGN
-0.43317375,BENIGN
-0.33946407,BENIGN
-0.371262,BENIGN
-0.33909887,BENIGN
-0.35915223,BENIGN
-0.34609008,BENIGN
-0.34491152,BENIGN
-0.3401001,BENIGN
-0.39224225,BENIGN
-0.33958042,BENIGN
-0.42172518,BENIGN
-0.34938374,BENIGN
-0.34532195,BENIGN
-0.35743415,BENIGN
-0.6754559,BENIGN
-0.37798437,BENIGN
-0.36771497,BENIGN
-0.36939785,BENIGN
-0.39186248,BENIGN
-0.35254526,BENIGN
-0.5923295,BENIGN
-0.34971514,BENIGN
-0.3365951,BENIGN
-0.3972006,BENIGN
-0.40609217,BENIGN
-0.450322,BENIGN
-0.33753037,BENIGN
-0.43451318,BENIGN
-0.35037106,BENIGN
-0.346801,BENIGN
-0.37485412,BENIGN
-0.45214036,BENIGN
-0.37625676,BENIGN
-0.35046932,BENIGN
-0.35523614,BENIGN
-0.34375274,BENIGN
-0.39298177,BENIGN
-0.3792675,BENIGN
-0.38107044,BENIGN
-0.4585036,BENIGN
-0.39167514,BENIGN
-0.36852872,BENIGN
-0.4236809,BENIGN
-0.38554522,BENIGN
-0.38986513,BENIGN
-0.69331217,BENIGN
-0.36007842,BENIGN
-0.5658418,BENIGN
-0.42039582,BENIGN
-0.4857381,BENIGN
-0.4560891,BENIGN
-0.3461218,BENIGN
-0.35635805,BENIGN
-0.35157132,BENIGN
-0.34566754,BENIGN
-0.4165221,BENIGN
-0.3382952,BENIGN
-0.39581633,BENIGN
-0.33495134,BENIGN
-0.3903924,BENIGN
-0.3933577,BENIGN
-0.49980468,BENIGN
-0.5514577,BENIGN
-0.34591657,BENIGN
-0.43281958,BENIGN
-0.37175238,BENIGN
-0.49071804,BENIGN
-0.35037106,BENIGN
-0.39762238,BENIGN
-0.37455657,BENIGN
-0.3889962,BENIGN
-0.39832082,BENIGN
-0.34064704,BENIGN
-0.34098816,BENIGN
-0.36613128,BENIGN
-0.3658583,BENIGN
-0.38063556,BENIGN
-0.36574402,BENIGN
-0.47800657,BENIGN
-0.34485754,BENIGN
-0.531008,BENIGN
-0.35316893,BENIGN
-0.46120185,BENIGN
-0.33746228,BENIGN
-0.47489205,BENIGN
-0.34314767,BENIGN
-0.33791876,BENIGN
-0.4352645,BENIGN
-0.45617592,BENIGN
-0.4443516,BENIGN
-0.38872954,BENIGN
-0.41493636,BENIGN
-0.37611523,BENIGN
-0.34546164,BENIGN
-0.40718728,BENIGN
-0.37084323,BENIGN
-0.34139597,BENIGN
-0.36795956,BENIGN
-0.34626812,BENIGN
-0.37950873,BENIGN
-0.34298128,BENIGN
-0.5753241,BENIGN
-0.38780272,BENIGN
-0.52228713,BENIGN
-0.3348096,BENIGN
-0.34048247,BENIGN
-0.50514776,BENIGN
-0.49006373,BENIGN
-0.36453786,BENIGN
-0.38099098,BENIGN
-0.3528956,BENIGN
-0.34200603,BENIGN
-0.51079637,BENIGN
-0.38763455,BENIGN
-0.37139803,BENIGN
-0.33937195,BENIGN
-0.36713818,BENIGN
-0.3561171,BENIGN
-0.3456391,BENIGN
-0.37054914,BENIGN
-0.34440443,BENIGN
-0.34978333,BENIGN
-0.38952905,BENIGN
-0.4338218,BENIGN
-0.3770036,BENIGN
-0.3426025,BENIGN
-0.3973746,BENIGN
-0.34901646,BENIGN
-0.34828758,BENIGN
-0.4034699,BENIGN
-0.33656916,BENIGN
-0.42852134,BENIGN
-0.33381125,BENIGN
-0.33507794,BENIGN
-0.47310278,BENIGN
-0.36933842,BENIGN
-0.6283365,BENIGN
-0.37468728,BENIGN
-0.33777872,BENIGN
-0.40026084,BENIGN
-0.40959194,BENIGN
-0.37068525,BENIGN
-0.37277246,BENIGN
-0.39226747,BENIGN
-0.4481779,BENIGN
-0.38036096,BENIGN
-0.46485138,BENIGN
-0.34495756,BENIGN
-0.3909703,BENIGN
-0.36316308,BENIGN
-0.37470242,BENIGN
-0.37380797,BENIGN
-0.33985192,BENIGN
-0.38524383,BENIGN
-0.4422305,BENIGN
-0.34766534,BENIGN
-0.39024445,BENIGN
-0.40262073,BENIGN
-0.3981047,BENIGN
-0.6719551,BENIGN
-0.47212952,BENIGN
-0.36848342,BENIGN
-0.3755983,BENIGN
-0.34318244,BENIGN
-0.3447756,BENIGN
-0.39316794,BENIGN
-0.3417791,BENIGN
-0.33603472,BENIGN
-0.407303,BENIGN
-0.37542892,BENIGN
-0.46565485,BENIGN
-0.3753649,BENIGN
-0.47115695,BENIGN
-0.35687009,BENIGN
-0.37950975,BENIGN
-0.33435577,BENIGN
-0.55983114,BENIGN
-0.37163183,BENIGN
-0.39162415,BENIGN
-0.39502,BENIGN
-0.3713674,BENIGN
-0.3432626,BENIGN
-0.3594698,BENIGN
-0.48625332,BENIGN
-0.38293004,BENIGN
-0.34085748,BENIGN
-0.33276293,BENIGN
-0.33714408,BENIGN
-0.45958197,BENIGN
-0.37051132,BENIGN
-0.34203812,BENIGN
-0.3655042,BENIGN
-0.3899116,BENIGN
-0.34978333,BENIGN
-0.3452257,BENIGN
-0.49197474,BENIGN
-0.3435846,BENIGN
-0.34092945,BENIGN
-0.42908064,BENIGN
-0.3644549,BENIGN
-0.37381253,BENIGN
-0.34743136,BENIGN
-0.34158152,BENIGN
-0.46165183,BENIGN
-0.49313095,BENIGN
-0.3461597,BENIGN
-0.3721421,BENIGN
-0.33339354,BENIGN
-0.37211302,BENIGN
-0.36587968,BENIGN
-0.38843113,BENIGN
-0.39990807,BENIGN
-0.3488493,BENIGN
-0.49663118,BENIGN
-0.40902567,BENIGN
-0.4634366,BENIGN
-0.4485693,BENIGN
-0.33775327,BENIGN
-0.5614413,BENIGN
-0.3458654,BENIGN
-0.33990383,BENIGN
-0.586986,BENIGN
-0.34310573,BENIGN
-0.38681215,BENIGN
-0.45215186,BENIGN
-0.40973052,BENIGN
-0.34778166,BENIGN
-0.33753973,BENIGN
-0.38825357,BENIGN
-0.35903245,BENIGN
-0.36096734,BENIGN
-0.36931625,BENIGN
-0.43697268,BENIGN
-0.37124416,BENIGN
-0.34113672,BENIGN
-0.33776578,BENIGN
-0.36753857,BENIGN
-0.35161594,BENIGN
-0.37913856,BENIGN
-0.36861682,BENIGN
-0.37384742,BENIGN
-0.3507897,BENIGN
-0.38924867,BENIGN
-0.46644995,BENIGN
-0.3874601,BENIGN
-0.36990422,BENIGN
-0.3854436,BENIGN
-0.36495617,BENIGN
-0.3744021,BENIGN
-0.52857876,BENIGN
-0.37331954,BENIGN
-0.49200854,BENIGN
-0.34971797,BENIGN
-0.34186265,BENIGN
-0.36842903,BENIGN
-0.45667696,BENIGN
-0.4963614,BENIGN
-0.35117465,BENIGN
-0.35031223,BENIGN
-0.376486,BENIGN
-0.33410478,BENIGN
-0.35760155,BENIGN
-0.35315567,BENIGN
-0.38225433,BENIGN
-0.4556087,BENIGN
-0.41928422,BENIGN
-0.3345271,BENIGN
-0.3369511,BENIGN
-0.3437145,BENIGN
-0.39590892,BENIGN
-0.34949616,BENIGN
-0.3409318,BENIGN
-0.36834607,BENIGN
-0.36969814,BENIGN
-0.34127882,BENIGN
-0.34176657,BENIGN
-0.39655045,BENIGN
-0.38651925,BENIGN
-0.38836607,BENIGN
-0.33304378,BENIGN
-0.4852457,BENIGN
-0.6411041,BENIGN
-0.3433605,BENIGN
-0.34308055,BENIGN
-0.35378706,BENIGN
-0.33316478,BENIGN
-0.34860486,BENIGN
-0.3422197,BENIGN
-0.5673066,BENIGN
-0.4066885,BENIGN
-0.35417998,BENIGN
-0.37000817,BENIGN
-0.3324351,BENIGN
-0.36592016,BENIGN
-0.37141132,BENIGN
-0.38762614,BENIGN
-0.35038584,BENIGN
-0.39007849,BENIGN
-0.34005633,BENIGN
-0.39948586,BENIGN
-0.33577353,BENIGN
-0.37041867,BENIGN
-0.33583197,BENIGN
-0.42803174,BENIGN
-0.37710857,BENIGN
-0.40942508,BENIGN
-0.36800295,BENIGN
-0.36846554,BENIGN
-0.5546321,BENIGN
-0.37460104,BENIGN
-0.38069603,BENIGN
-0.41744018,BENIGN
-0.34042656,BENIGN
-0.351498,BENIGN
-0.335609,BENIGN
-0.43046713,BENIGN
-0.4169084,BENIGN
-0.3925962,BENIGN
-0.4347529,BENIGN
-0.33971632,BENIGN
-0.40159583,BENIGN
-0.46962416,BENIGN
-0.44115862,BENIGN
-0.3600593,BENIGN
-0.5644323,BENIGN
-0.3668047,BENIGN
-0.43158665,BENIGN
-0.35562956,BENIGN
-0.3459964,BENIGN
-0.35446352,BENIGN
-0.34839383,BENIGN
-0.39271402,BENIGN
-0.37162015,BENIGN
-0.33378026,BENIGN
-0.33756897,BENIGN
-0.35540912,BENIGN
-0.33993804,BENIGN
-0.4188682,BENIGN
-0.37380415,BENIGN
-0.36549374,BENIGN
-0.44133645,BENIGN
-0.3372248,BENIGN
-0.36960205,BENIGN
-0.5474462,BENIGN
-0.37620524,BENIGN
-0.36440346,BENIGN
-0.42227376,BENIGN
-0.37152088,BENIGN
-0.36515188,BENIGN
-0.34801662,BENIGN
-0.3897528,BENIGN
-0.342705,BENIGN
-0.3742568,BENIGN
-0.36830443,BENIGN
-0.36607224,BENIGN
-0.3427751,BENIGN
-0.347838,BENIGN
-0.49299976,BENIGN
-0.36182627,BENIGN
-0.33673453,BENIGN
-0.4555926,BENIGN
-0.49324307,BENIGN
-0.3713674,BENIGN
-0.3758579,BENIGN
-0.34254453,BENIGN
-0.34397346,BENIGN
-0.37147552,BENIGN
-0.3422513,BENIGN
-0.37976065,BENIGN
-0.3886636,BENIGN
-0.3384361,BENIGN
-0.3535125,BENIGN
-0.34049037,BENIGN
-0.3713141,BENIGN
-0.35943893,BENIGN
-0.33867323,BENIGN
-0.38353908,BENIGN
-0.40073794,BENIGN
-0.3615479,BENIGN
-0.37357447,BENIGN
-0.33977717,BENIGN
-0.35994443,BENIGN
-0.3899175,BENIGN
-0.34901446,BENIGN
-0.369457,BENIGN
-0.39695737,BENIGN
-0.35505143,BENIGN
-0.45416668,BENIGN
-0.43540066,BENIGN
-0.38692296,BENIGN
-0.370871,BENIGN
-0.5379095,BENIGN
-0.3410001,BENIGN
-0.39103884,BENIGN
-0.44020754,BENIGN
-0.39383382,BENIGN
-0.35815188,BENIGN
-0.5373347,BENIGN
-0.350582,BENIGN
-0.41441444,BENIGN
-0.62448484,BENIGN
-0.4798697,BENIGN
-0.44449618,BENIGN
-0.39545986,BENIGN
-0.36447003,BENIGN
-0.35006073,BENIGN
-0.37021503,BENIGN
-0.34987295,BENIGN
-0.33318117,BENIGN
-0.3385178,BENIGN
-0.33334646,BENIGN
-0.37995732,BENIGN
-0.36299068,BENIGN
-0.33415842,BENIGN
-0.37229395,BENIGN
-0.36931416,BENIGN
-0.44158635,BENIGN
-0.3366756,BENIGN
-0.5271136,BENIGN
-0.33351,BENIGN
-0.3809143,BENIGN
-0.33120152,BENIGN
-0.34709364,BENIGN
-0.5478614,BENIGN
-0.3414365,BENIGN
-0.36469188,BENIGN
-0.58897436,BENIGN
-0.39548576,BENIGN
-0.5352521,BENIGN
-0.39638618,BENIGN
-0.3353112,BENIGN
-0.35291722,BENIGN
-0.4482672,BENIGN
-0.4314429,BENIGN
-0.51757705,BENIGN
-0.38751057,BENIGN
-0.33477288,BENIGN
-0.33385566,BENIGN
-0.34974113,BENIGN
-0.42160663,BENIGN
-0.35060498,BENIGN
-0.39551708,BENIGN
-0.33307895,BENIGN
-0.33719993,BENIGN
-0.373745,BENIGN
-0.40785435,BENIGN
-0.3417691,BENIGN
-0.4315554,BENIGN
-0.3712258,BENIGN
-0.38057062,BENIGN
-0.36915517,BENIGN
-0.37629658,BENIGN
-0.6866694,BENIGN
-0.3712318,BENIGN
-0.57471573,BENIGN
-0.57311326,BENIGN
-0.3679343,BENIGN
-0.33131436,BENIGN
-0.368814,BENIGN
-0.37964574,BENIGN
-0.35558072,BENIGN
-0.37662658,BENIGN
-0.355526,BENIGN
-0.3711594,BENIGN
-0.43480825,BENIGN
-0.3351731,BENIGN
-0.50644326,BENIGN
-0.33173105,BENIGN
-0.40282074,BENIGN
-0.34855,BENIGN
-0.60790616,BENIGN
-0.3464135,BENIGN
-0.3393878,BENIGN
-0.3696241,BENIGN
-0.3333715,BENIGN
-0.3392862,BENIGN
-0.33690602,BENIGN
-0.37144357,BENIGN
-0.35534957,BENIGN
-0.34612966,BENIGN
-0.39952838,BENIGN
-0.46855897,BENIGN
-0.3558938,BENIGN
-0.37552723,BENIGN
-0.3458595,BENIGN
-0.3761064,BENIGN
-0.34105846,BENIGN
-0.38965988,BENIGN
-0.3416223,BENIGN
-0.36813906,BENIGN
-0.36892104,BENIGN
-0.3542047,BENIGN
-0.3713674,BENIGN
-0.5056302,BENIGN
-0.3434993,BENIGN
-0.5455594,BENIGN
-0.34965026,BENIGN
-0.33891988,BENIGN
-0.3490725,BENIGN
-0.34908044,BENIGN
-0.43980712,BENIGN
-0.46752357,BENIGN
-0.39614636,BENIGN
-0.39977458,BENIGN
-0.34055611,BENIGN
-0.33874872,BENIGN
-0.34491605,BENIGN
-0.35886714,BENIGN
-0.3457371,BENIGN
-0.35374996,BENIGN
-0.45513073,BENIGN
-0.39609286,BENIGN
-0.37715432,BENIGN
-0.36907345,BENIGN
-0.43546653,BENIGN
-0.36989748,BENIGN
-0.3581055,BENIGN
-0.46237934,BENIGN
-0.41145408,BENIGN
-0.36146024,BENIGN
-0.39136314,BENIGN
-0.36292425,BENIGN
-0.3627854,BENIGN
-0.3394757,BENIGN
-0.4337458,BENIGN
-0.37295946,BENIGN
-0.38435352,BENIGN
-0.3362914,BENIGN
-0.33373946,BENIGN
-0.34815046,BENIGN
-0.3729418,BENIGN
-0.4072247,BENIGN
-0.34322768,BENIGN
-0.3447373,BENIGN
-0.3831072,BENIGN
-0.3385001,BENIGN
-0.34833542,BENIGN
-0.3458243,BENIGN
-0.69227624,BENIGN
-0.3691934,BENIGN
-0.38154408,BENIGN
-0.35374996,BENIGN
-0.36625513,BENIGN
-0.42800748,BENIGN
-0.47542727,BENIGN
-0.36617073,BENIGN
-0.35136223,BENIGN
-0.5474829,BENIGN
-0.35183796,BENIGN
-0.38271424,BENIGN
-0.33719993,BENIGN
-0.35843486,BENIGN
-0.38048336,BENIGN
-0.4028245,BENIGN
-0.40434682,BENIGN
-0.39032403,BENIGN
-0.38486883,BENIGN
-0.42364705,BENIGN
-0.40270355,BENIGN
-0.34698507,BENIGN
-0.33985192,BENIGN
-0.37632123,BENIGN
-0.3788845,BENIGN
-0.33479086,BENIGN
-0.4166272,BENIGN
-0.3592912,BENIGN
-0.3615316,BENIGN
-0.4595426,BENIGN
-0.3769159,BENIGN
-0.36933243,BENIGN
-0.3949563,BENIGN
-0.34104416,BENIGN
-0.42450255,BENIGN
-0.33779776,BENIGN
-0.3713674,BENIGN
-0.38810325,BENIGN
-0.34650132,BENIGN
-0.36724806,BENIGN
-0.35010585,BENIGN
-0.36959067,BENIGN
-0.35757974,BENIGN
-0.33568013,BENIGN
-0.5042031,BENIGN
-0.3468509,BENIGN
-0.39865905,BENIGN
-0.3617034,BENIGN
-0.47547027,BENIGN
-0.36740452,BENIGN
-0.4071122,BENIGN
-0.33471784,BENIGN
-0.4056695,BENIGN
-0.59256285,BENIGN
-0.35370308,BENIGN
-0.35131788,BENIGN
-0.36920282,BENIGN
-0.39154416,BENIGN
-0.398469,BENIGN
-0.34345365,BENIGN
-0.36048084,BENIGN
-0.35163328,BENIGN
-0.39191833,BENIGN
-0.66529584,BENIGN
-0.3586171,BENIGN
-0.38058135,BENIGN
-0.33956707,BENIGN
-0.34033972,BENIGN
-0.36991277,BENIGN
-0.38551268,BENIGN
-0.3940158,BENIGN
-0.3386624,BENIGN
-0.3743054,BENIGN
-0.3717853,BENIGN
-0.46284205,BENIGN
-0.4351321,BENIGN
-0.35622114,BENIGN
-0.34752905,BENIGN
-0.38953403,BENIGN
-0.34846526,BENIGN
-0.33530056,BENIGN
-0.33935654,BENIGN
-0.3389216,BENIGN
-0.3900383,BENIGN
-0.35484287,BENIGN
-0.3399364,BENIGN
-0.34749606,BENIGN
-0.38280275,BENIGN
-0.3756206,BENIGN
-0.40218037,BENIGN
-0.45976514,BENIGN
-0.36336845,BENIGN
-0.47638622,BENIGN
-0.34072915,BENIGN
-0.39087725,BENIGN
-0.3548775,BENIGN
-0.43770853,BENIGN
-0.50658464,BENIGN
-0.3927825,BENIGN
-0.3715684,BENIGN
-0.6013576,BENIGN
-0.34311494,BENIGN
-0.3402629,BENIGN
-0.38922068,BENIGN
-0.34943312,BENIGN
-0.34316537,BENIGN
-0.4352561,BENIGN
-0.35407448,BENIGN
-0.3629898,BENIGN
-0.35805547,BENIGN
-0.44896415,BENIGN
-0.36804572,BENIGN
-0.34010765,BENIGN
-0.35849753,BENIGN
-0.63177276,BENIGN
-0.36679262,BENIGN
-0.33863315,BENIGN
-0.33854195,BENIGN
-0.33353865,BENIGN
-0.35168597,BENIGN
-0.38657448,BENIGN
-0.43334132,BENIGN
-0.5409125,BENIGN
-0.5569183,BENIGN
-0.393543,BENIGN
-0.46267116,BENIGN
-0.34513992,BENIGN
-0.34771886,BENIGN
-0.38646904,BENIGN
-0.33179292,BENIGN
-0.39096305,BENIGN
-0.35871068,BENIGN
-0.37504795,BENIGN
-0.40845785,BENIGN
-0.35825568,BENIGN
-0.41067684,BENIGN
-0.35303777,BENIGN
-0.3418993,BENIGN
-0.40802804,BENIGN
-0.34588215,BENIGN
-0.33798495,BENIGN
-0.45643058,BENIGN
-0.34767872,BENIGN
-0.44011527,BENIGN
-0.34567925,BENIGN
-0.36424315,BENIGN
-0.5622412,BENIGN
-0.4493209,BENIGN
-0.34896132,BENIGN
-0.40989012,BENIGN
-0.36789873,BENIGN
-0.35778442,BENIGN
-0.4517716,BENIGN
-0.42331588,BENIGN
-0.36921158,BENIGN
-0.33679834,BENIGN
-0.37885055,BENIGN
-0.34210968,BENIGN
-0.37796214,BENIGN
-0.40829408,BENIGN
-0.37377393,BENIGN
-0.3573223,BENIGN
-0.39885846,BENIGN
-0.36003703,BENIGN
-0.38576317,BENIGN
-0.40937826,BENIGN
-0.4125047,BENIGN
-0.34215298,BENIGN
-0.33615905,BENIGN
-0.5349499,BENIGN
-0.4043519,BENIGN
-0.3398295,BENIGN
-0.35844448,BENIGN
-0.34750322,BENIGN
-0.35748988,BENIGN
-0.3875473,BENIGN
-0.36946207,BENIGN
-0.33740202,BENIGN
-0.33368814,BENIGN
-0.34511727,BENIGN
-0.4033711,BENIGN
-0.68331057,BENIGN
-0.3870103,BENIGN
-0.37094322,BENIGN
-0.40977386,BENIGN
-0.33717626,BENIGN
-0.33784217,BENIGN
-0.3354888,BENIGN
-0.34714696,BENIGN
-0.33175263,BENIGN
-0.37358516,BENIGN
-0.35038462,BENIGN
-0.39112163,BENIGN
-0.51126456,BENIGN
-0.3863633,BENIGN
-0.33725503,BENIGN
-0.3942263,BENIGN
-0.34999955,BENIGN
-0.3732681,BENIGN
-0.45852408,BENIGN
-0.34042764,BENIGN
-0.4490667,BENIGN
-0.47249895,BENIGN
-0.34903672,BENIGN
-0.41285956,BENIGN
-0.34389615,BENIGN
-0.3360693,BENIGN
-0.45814696,BENIGN
-0.33774406,BENIGN
-0.36676815,BENIGN
-0.3348401,BENIGN
-0.3349867,BENIGN
-0.33153847,BENIGN
-0.41665143,BENIGN
-0.5276537,BENIGN
-0.5139953,BENIGN
-0.3421383,BENIGN
-0.5891227,BENIGN
-0.37482288,BENIGN
-0.38884476,BENIGN
-0.34946322,BENIGN
-0.3536143,BENIGN
-0.46177313,BENIGN
-0.4569228,BENIGN
-0.33915648,BENIGN
-0.3371143,BENIGN
-0.40168065,BENIGN
-0.36768368,BENIGN
-0.40975076,BENIGN
-0.37646008,BENIGN
-0.37822703,BENIGN
-0.34353915,BENIGN
-0.3475019,BENIGN
-0.3890561,BENIGN
-0.33602333,BENIGN
-0.4314429,BENIGN
-0.42510337,BENIGN
-0.38093966,BENIGN
-0.34729916,BENIGN
-0.4794475,BENIGN
-0.33171207,BENIGN
-0.3899175,BENIGN
-0.52503973,BENIGN
-0.35653597,BENIGN
-0.3444492,BENIGN
-0.4867913,BENIGN
-0.3558903,BENIGN
-0.41701624,BENIGN
-0.45436975,BENIGN
-0.6984546,BENIGN
-0.35336524,BENIGN
-0.37034237,BENIGN
-0.5044133,BENIGN
-0.3434458,BENIGN
-0.44667017,BENIGN
-0.39150998,BENIGN
-0.34185666,BENIGN
-0.34265786,BENIGN
-0.35724345,BENIGN
-0.40843672,BENIGN
-0.5762491,BENIGN
-0.3693566,BENIGN
-0.35079482,BENIGN
-0.36099458,BENIGN
-0.39605227,BENIGN
-0.36907944,BENIGN
-0.44600293,BENIGN
-0.59289575,BENIGN
-0.46790415,BENIGN
-0.3427682,BENIGN
-0.35885972,BENIGN
-0.34371528,BENIGN
-0.36820507,BENIGN
-0.3649957,BENIGN
-0.33322978,BENIGN
-0.37015986,BENIGN
-0.36437455,BENIGN
-0.37468728,BENIGN
-0.6941384,BENIGN
-0.3498375,BENIGN
-0.35586068,BENIGN
-0.3523304,BENIGN
-0.39259762,BENIGN
-0.38804743,BENIGN
-0.55994695,BENIGN
-0.34646112,BENIGN
-0.40814224,BENIGN
-0.667052,BENIGN
-0.3502886,BENIGN
-0.42760286,BENIGN
-0.35088083,BENIGN
-0.41931647,BENIGN
-0.37946707,BENIGN
-0.37866628,BENIGN
-0.35005242,BENIGN
-0.3379696,BENIGN
-0.35143316,BENIGN
-0.46776378,BENIGN
-0.36685577,BENIGN
-0.34502423,BENIGN
-0.3956546,BENIGN
-0.6143829,BENIGN
-0.33557606,BENIGN
-0.36000642,BENIGN
-0.4126589,BENIGN
-0.3642306,BENIGN
-0.3556276,BENIGN
-0.3829844,BENIGN
-0.33725527,BENIGN
-0.40380704,BENIGN
-0.37031814,BENIGN
-0.45125863,BENIGN
-0.3899175,BENIGN
-0.3993019,BENIGN
-0.36186683,BENIGN
-0.34901646,BENIGN
-0.33818933,BENIGN
-0.36792737,BENIGN
-0.36944294,BENIGN
-0.34537858,BENIGN
-0.35410565,BENIGN
-0.34295794,BENIGN
-0.36092943,BENIGN
-0.39974785,BENIGN
-0.34616905,BENIGN
-0.3817575,BENIGN
-0.36881736,BENIGN
-0.3677008,BENIGN
-0.4355836,BENIGN
-0.37845945,BENIGN
-0.35338712,BENIGN
-0.39004675,BENIGN
-0.33207312,BENIGN
-0.396651,BENIGN
-0.38963708,BENIGN
-0.34471875,BENIGN
-0.34411454,BENIGN
-0.684341,BENIGN
-0.4116705,BENIGN
-0.3949563,BENIGN
-0.33788863,BENIGN
-0.33803707,BENIGN
-0.34389907,BENIGN
-0.3886429,BENIGN
-0.4109388,BENIGN
-0.35185295,BENIGN
-0.37994146,BENIGN
-0.34365058,BENIGN
-0.3624559,BENIGN
-0.33919162,BENIGN
-0.34779677,BENIGN
-0.46216947,BENIGN
-0.34350756,BENIGN
-0.53469837,BENIGN
-0.3620697,BENIGN
-0.3785801,BENIGN
-0.39787686,BENIGN
-0.40552074,BENIGN
-0.3458654,BENIGN
-0.35195616,BENIGN
-0.34205964,BENIGN
-0.33482853,BENIGN
-0.35181907,BENIGN
-0.4546891,BENIGN
-0.34476718,BENIGN
-0.52301925,BENIGN
-0.4143001,BENIGN
-0.33144066,BENIGN
-0.36784053,BENIGN
-0.4543751,BENIGN
-0.36649984,BENIGN
-0.38403758,BENIGN
-0.38310522,BENIGN
-0.33282942,BENIGN
-0.33856913,BENIGN
-0.34502319,BENIGN
-0.61462337,BENIGN
-0.3511594,BENIGN
-0.35553017,BENIGN
-0.3416008,BENIGN
-0.33873817,BENIGN
-0.3455737,BENIGN
-0.37026504,BENIGN
-0.34562838,BENIGN
-0.37046242,BENIGN
-0.4668498,BENIGN
-0.363149,BENIGN
-0.34010872,BENIGN
-0.34153512,BENIGN
-0.51102823,BENIGN
-0.35664585,BENIGN
-0.47263592,BENIGN
-0.34530422,BENIGN
-0.36547512,BENIGN
-0.33617365,BENIGN
-0.36763594,BENIGN
-0.4547699,BENIGN
-0.33990383,BENIGN
-0.33478826,BENIGN
-0.4730879,BENIGN
-0.34381533,BENIGN
-0.43019593,BENIGN
-0.34106794,BENIGN
-0.6671456,BENIGN
-0.37423486,BENIGN
-0.3793967,BENIGN
-0.3691857,BENIGN
-0.34616232,BENIGN
-0.3444182,BENIGN
-0.41552576,BENIGN
-0.3928081,BENIGN
-0.36035374,BENIGN
-0.43615338,BENIGN
-0.37033403,BENIGN
-0.37288606,BENIGN
-0.37174696,BENIGN
-0.5443488,BENIGN
-0.35492098,BENIGN
-0.37261942,BENIGN
-0.6382484,BENIGN
-0.37164214,BENIGN
-0.44176915,BENIGN
-0.37300184,BENIGN
-0.5887495,BENIGN
-0.37608102,BENIGN
-0.36633283,BENIGN
-0.3374044,BENIGN
-0.3970821,BENIGN
-0.34588844,BENIGN
-0.51896274,BENIGN
-0.34057808,BENIGN
-0.37881947,BENIGN
-0.34429285,BENIGN
-0.43117607,BENIGN
-0.3882766,BENIGN
-0.36231157,BENIGN
-0.36172676,BENIGN
-0.34191996,BENIGN
-0.3345357,BENIGN
-0.3395039,BENIGN
-0.37372574,BENIGN
-0.3346231,BENIGN
-0.34313133,BENIGN
-0.33883256,BENIGN
-0.34888697,BENIGN
-0.35511646,BENIGN
-0.3424652,BENIGN
-0.34436837,BENIGN
-0.39493832,BENIGN
-0.37277246,BENIGN
-0.35627818,BENIGN
-0.34912202,BENIGN
-0.3620033,BENIGN
-0.34004468,BENIGN
-0.35300192,BENIGN
-0.37232512,BENIGN
-0.3555533,BENIGN
-0.4172738,BENIGN
-0.44553062,BENIGN
-0.50147325,BENIGN
-0.450585,BENIGN
-0.3332366,BENIGN
-0.4754478,BENIGN
-0.34990883,BENIGN
-0.3539752,BENIGN
-0.34751937,BENIGN
-0.34132484,BENIGN
-0.33913484,BENIGN
-0.34348395,BENIGN
-0.37289622,BENIGN
-0.35111728,BENIGN
-0.62531084,BENIGN
-0.33577797,BENIGN
-0.48029917,BENIGN
-0.33515596,BENIGN
-0.33562008,BENIGN
-0.3378139,BENIGN
-0.3899288,BENIGN
-0.4561815,BENIGN
-0.4027918,BENIGN
-0.37578544,BENIGN
-0.34731108,BENIGN
-0.41331437,BENIGN
-0.49293756,BENIGN
-0.35716218,BENIGN
-0.57436776,BENIGN
-0.39135638,BENIGN
-0.38651565,BENIGN
-0.3671167,BENIGN
-0.36982888,BENIGN
-0.53438914,BENIGN
-0.34524423,BENIGN
-0.38034418,BENIGN
-0.3681367,BENIGN
-0.34343195,BENIGN
-0.34201834,BENIGN
-0.35428768,BENIGN
-0.38438463,BENIGN
